0.2	92.4	4.26258e-10	-1.67026e-09
1.2	92.4	4.26258e-10	-1.67026e-09
2.2	92.4	4.26258e-10	-1.67026e-09
3.2	92.4	4.26258e-10	-1.67026e-09
4.2	92.4	4.26258e-10	-1.67026e-09
5.2	92.4	4.26258e-10	-1.67026e-09
6.2	92.4	4.26258e-10	-1.67026e-09
7.2	92.4	4.26258e-10	-1.67026e-09
8.2	92.4	4.26258e-10	-1.67026e-09
9.2	92.4	4.26258e-10	-1.67026e-09
10.2	92.4	4.26258e-10	-1.67026e-09
11.2	92.4	4.26258e-10	-1.67026e-09
12.2	92.4	4.26258e-10	-1.67026e-09
13.2	92.4	4.26258e-10	-1.67026e-09
14.2	92.4	4.26258e-10	-1.67026e-09
15.2	92.4	4.26258e-10	-1.67026e-09
16.2	92.4	4.26258e-10	-1.67026e-09
17.2	92.4	4.26258e-10	-1.67026e-09
18.2	92.4	4.26258e-10	-1.67026e-09
19.2	92.4	4.26258e-10	-1.67026e-09
20.2	92.4	4.26258e-10	-1.67026e-09
21.2	92.4	4.26258e-10	-1.67026e-09
22.2	92.4	4.26258e-10	-1.67026e-09
23.2	92.4	4.26258e-10	-1.67026e-09
24.2	92.4	4.26258e-10	-1.67026e-09
25.2	92.4	4.26258e-10	-1.67026e-09
26.2	92.4	4.26258e-10	-1.67026e-09
27.2	92.4	4.26258e-10	-1.67026e-09
28.2	92.4	4.26258e-10	-1.67026e-09
29.2	92.4	4.26258e-10	-1.67026e-09
30.2	92.4	4.26258e-10	-1.67026e-09
31.2	92.4	4.26258e-10	-1.67026e-09
32.2	92.4	4.26258e-10	-1.67026e-09
33.2	92.4	4.26258e-10	-1.67026e-09
34.2	92.4	4.26258e-10	-1.67026e-09
35.2	92.4	4.26258e-10	-1.67026e-09
36.2	92.4	4.26258e-10	-1.62511e-09
37.2	92.4	4.26258e-10	-1.59576e-09
38.2	92.4	4.26258e-10	-1.72445e-09
39.2	92.4	4.26258e-10	-1.63866e-09
40.2	92.4	4.26258e-10	-1.73122e-09
41.2	92.4	4.26258e-10	-1.7109e-09
42.2	92.4	4.26258e-10	-1.70865e-09
43.2	92.4	4.19937e-10	-6.87703e-10
44.2	92.4	4.08196e-10	3.0118e-09
45.2	92.4	3.66654e-10	-4.82927e-09
46.2	92.4	3.27822e-10	-6.0954e-09
47.2	92.4	2.64605e-10	2.15116e-09
48.2	92.4	3.17888e-10	6.71312e-09
49.2	92.4	4.69607e-10	-6.41916e-09
50.2	92.4	3.03438e-10	-1.74116e-08
51.2	92.4	4.01875e-10	1.15428e-08
52.2	92.4	4.19937e-10	-1.07513e-08
53.2	92.4	3.93747e-10	-2.45491e-08
54.2	92.4	4.64188e-10	4.67213e-09
55.2	92.4	4.93087e-10	7.44056e-09
56.2	92.4	4.74122e-10	1.4365e-08
57.2	92.4	4.10906e-10	1.28993e-08
58.2	92.4	4.57866e-10	-1.17623e-08
59.2	92.4	4.65091e-10	1.79232e-08
60.2	92.4	3.75685e-10	1.3578e-09
61.2	92.4	2.67315e-10	-1.06036e-08
62.2	92.4	3.49496e-10	-1.39347e-09
63.2	92.4	4.43417e-10	2.31475e-08
64.2	92.4	4.29871e-10	-5.97484e-09
65.2	92.4	3.03438e-10	-2.76544e-08
66.2	92.4	3.36852e-10	1.47655e-09
67.2	92.4	3.86522e-10	3.75338e-08
68.2	92.4	4.39805e-10	2.61526e-08
69.2	92.4	3.23306e-10	-7.53944e-09
70.2	92.4	6.33066e-10	-2.28726e-08
71.2	92.4	4.05487e-10	2.68285e-08
72.2	92.4	4.25355e-10	2.38569e-08
73.2	92.4	4.41611e-10	1.82063e-09
74.2	92.4	3.12469e-10	-2.15513e-08
75.2	92.4	4.92184e-10	2.3381e-09
76.2	92.4	5.77074e-10	3.62184e-09
77.2	92.4	4.00972e-10	4.05573e-08
78.2	92.4	3.79298e-10	1.76482e-08
79.2	92.4	2.88989e-10	4.37095e-09
80.2	92.4	2.9531e-10	3.79523e-09
81.2	92.4	3.91941e-10	-2.14366e-08
82.2	92.4	5.97845e-10	2.19324e-08
83.2	92.4	4.39805e-10	2.24264e-08
84.2	92.4	4.02778e-10	1.08407e-08
85.2	92.4	5.47272e-10	4.48858e-08
86.2	92.4	5.13858e-10	-5.04949e-08
87.2	92.4	5.59012e-10	2.2174e-08
88.2	92.4	4.38902e-10	6.07684e-08
89.2	92.4	5.68946e-10	-8.43152e-08
90.2	92.4	4.30774e-10	7.22878e-09
91.2	92.4	3.42271e-10	-9.65583e-09
92.2	92.4	3.35949e-10	8.14903e-09
93.2	92.4	1.77006e-10	3.00024e-08
94.2	92.4	3.20597e-10	7.476e-08
95.2	92.4	5.8159e-10	-1.70508e-08
96.2	92.4	4.27161e-10	-2.11233e-08
97.2	92.4	5.54497e-10	-1.12394e-08
98.2	92.4	5.3192e-10	3.89792e-08
99.2	92.4	3.73879e-10	1.18103e-07
100.2	92.4	2.7183e-10	3.80968e-08
101.2	92.4	3.73879e-10	-9.33695e-08
102.2	92.4	5.49982e-10	-4.10973e-08
103.2	92.4	3.68461e-10	7.43333e-09
104.2	92.4	4.3258e-10	-7.88217e-09
105.2	92.4	3.26015e-10	6.63852e-08
106.2	92.4	2.89892e-10	-1.45081e-08
107.2	92.4	3.25112e-10	1.83318e-08
108.2	92.4	5.87911e-10	-3.94108e-09
109.2	92.4	4.62382e-10	4.63055e-08
110.2	92.4	3.46786e-10	-3.20172e-08
111.2	92.4	3.64848e-10	8.54594e-09
112.2	92.4	4.52448e-10	-4.52927e-08
113.2	92.4	3.95553e-10	-4.46546e-08
114.2	92.4	4.00972e-10	4.37001e-08
115.2	92.4	5.12052e-10	1.29955e-09
116.2	92.4	4.0639e-10	1.36163e-08
117.2	92.4	3.39562e-10	-4.23558e-08
118.2	92.4	2.74539e-10	-3.02982e-08
119.2	92.4	2.9802e-10	-3.26873e-09
120.2	92.4	3.24209e-10	-8.12343e-08
121.2	92.4	4.28064e-10	1.09822e-07
122.2	92.4	4.68703e-10	-7.47352e-09
