0.2	92.41	1.78875e-08	9.22022e-07
1.2	92.41	1.78171e-08	9.22008e-07
2.2	92.41	1.79074e-08	9.21612e-07
3.2	92.41	1.77656e-08	9.22518e-07
4.2	92.41	1.78983e-08	9.2252e-07
5.2	92.41	1.78758e-08	9.21015e-07
6.2	92.41	1.7967e-08	9.22125e-07
7.2	92.41	1.77963e-08	9.24725e-07
8.2	92.41	1.78152e-08	9.21572e-07
9.2	92.41	1.7827e-08	9.26484e-07
10.2	92.41	1.79155e-08	9.20203e-07
11.2	92.41	1.77972e-08	9.22598e-07
12.2	92.41	1.779e-08	9.21792e-07
13.2	92.41	1.77258e-08	9.18883e-07
14.2	92.41	1.78812e-08	9.31452e-07
15.2	92.41	1.76987e-08	9.21172e-07
16.2	92.41	1.79336e-08	9.2161e-07
17.2	92.41	1.78712e-08	9.21438e-07
18.2	92.41	1.7808e-08	9.19641e-07
19.2	92.41	1.78405e-08	9.1831e-07
20.2	92.41	1.79489e-08	9.24699e-07
21.2	92.41	1.78441e-08	9.18131e-07
22.2	92.41	1.778e-08	9.13244e-07
23.2	92.41	1.77963e-08	9.30135e-07
24.2	92.41	1.78685e-08	9.13077e-07
25.2	92.41	1.77809e-08	9.26252e-07
26.2	92.41	1.78225e-08	9.15153e-07
27.2	92.41	1.79227e-08	9.1049e-07
28.2	92.41	1.79001e-08	9.14129e-07
29.2	92.41	1.7762e-08	9.27715e-07
30.2	92.41	1.78378e-08	9.11437e-07
31.2	92.41	1.78405e-08	9.17103e-07
32.2	92.41	1.77394e-08	9.25646e-07
33.2	92.41	1.78505e-08	9.27255e-07
34.2	92.41	1.79083e-08	9.35087e-07
35.2	92.41	1.77575e-08	9.34844e-07
36.2	92.41	1.78839e-08	9.23678e-07
37.2	92.41	1.79552e-08	9.3207e-07
38.2	92.41	1.79299e-08	9.32173e-07
39.2	92.41	1.77322e-08	9.3883e-07
40.2	92.41	1.77927e-08	9.24329e-07
41.2	92.41	1.77737e-08	9.24761e-07
42.2	92.41	1.78631e-08	9.51258e-07
43.2	92.41	1.77755e-08	8.91783e-07
44.2	92.41	1.77945e-08	9.32179e-07
45.2	92.41	1.79417e-08	9.22136e-07
46.2	92.41	1.792e-08	9.39651e-07
47.2	92.41	1.7836e-08	9.04251e-07
48.2	92.41	1.78441e-08	9.27682e-07
49.2	92.41	1.78767e-08	9.24937e-07
50.2	92.41	1.7846e-08	9.24235e-07
51.2	92.41	1.77421e-08	9.21384e-07
52.2	92.41	1.78107e-08	9.30308e-07
53.2	92.41	1.77945e-08	9.10229e-07
54.2	92.41	1.77954e-08	9.20111e-07
55.2	92.41	1.79986e-08	9.29041e-07
56.2	92.41	1.77331e-08	9.30928e-07
57.2	92.41	1.7846e-08	9.19636e-07
58.2	92.41	1.779e-08	9.4526e-07
59.2	92.41	1.78857e-08	9.06839e-07
60.2	92.41	1.76536e-08	9.15829e-07
61.2	92.41	1.78658e-08	9.26525e-07
62.2	92.41	1.77945e-08	9.05829e-07
63.2	92.41	1.78396e-08	8.95725e-07
64.2	92.41	1.77403e-08	8.98617e-07
65.2	92.41	1.78911e-08	9.41882e-07
66.2	92.41	1.7836e-08	9.5406e-07
67.2	92.41	1.78306e-08	9.20297e-07
68.2	92.41	1.7846e-08	9.55302e-07
69.2	92.41	1.78496e-08	9.30795e-07
70.2	92.41	1.78749e-08	9.16409e-07
71.2	92.41	1.78812e-08	8.92105e-07
72.2	92.41	1.79236e-08	9.4314e-07
73.2	92.41	1.77854e-08	9.21281e-07
74.2	92.41	1.78198e-08	9.1642e-07
75.2	92.41	1.76726e-08	9.10041e-07
76.2	92.41	1.78207e-08	9.00968e-07
77.2	92.41	1.79227e-08	9.64643e-07
78.2	92.41	1.78884e-08	9.06338e-07
